Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Female,25.0,Agra,Student,,,,5-6 hours,Healthy,B.Sc,Yes,8.0,1.0,No,1
Male,49.0,Faridabad,Working Professional,Digital Marketer,2.0,2.0,5-6 hours,Moderate,B.Com,Yes,2.0,2.0,No,0
Male,26.0,Varanasi,Student,,,,Less than 5 hours,Unhealthy,B.Arch,Yes,10.0,3.0,Yes,1
Male,58.0,Lucknow,Working Professional,Educational Consultant,1.0,4.0,More than 8 hours,Unhealthy,M.Ed,Yes,5.0,4.0,Yes,0
Male,36.0,Meerut,Working Professional,Research Analyst,2.0,2.0,5-6 hours,Healthy,M.Com,No,0.0,1.0,Yes,0
Male,32.0,Bangalore,Student,,,,More than 8 hours,Moderate,MCA,Yes,9.0,4.0,Yes,1
Male,20.0,Vasai-Virar,Working Professional,,4.0,5.0,Less than 5 hours,Unhealthy,Class 12,No,7.0,1.0,No,0
Female,43.0,Kolkata,Working Professional,Educational Consultant,5.0,4.0,Less than 5 hours,Moderate,B.Ed,No,10.0,3.0,Yes,0
Female,39.0,Bangalore,Working Professional,UX/UI Designer,4.0,3.0,Less than 5 hours,Healthy,B.Tech,Yes,3.0,2.0,Yes,0
Male,38.0,Pune,Working Professional,Consultant,1.0,5.0,5-6 hours,Healthy,MCA,Yes,3.0,2.0,Yes,0
Female,44.0,Mumbai,Working Professional,Teacher,3.0,2.0,Less than 5 hours,Unhealthy,B.Arch,Yes,11.0,5.0,No,0
Female,18.0,Ghaziabad,Working Professional,,5.0,5.0,5-6 hours,Unhealthy,Class 12,Yes,9.0,5.0,No,1
Male,29.0,Vadodara,Working Professional,,4.0,5.0,More than 8 hours,Healthy,Class 12,Yes,4.0,1.0,Yes,0
Male,57.0,Agra,Working Professional,Sales Executive,4.0,5.0,Less than 5 hours,Unhealthy,MBA,Yes,12.0,2.0,Yes,0
Male,58.0,Mumbai,Working Professional,Judge,3.0,1.0,5-6 hours,Moderate,LLB,Yes,3.0,5.0,No,0
Female,36.0,Thane,Working Professional,Doctor,3.0,4.0,More than 8 hours,Healthy,B.Pharm,Yes,0.0,3.0,No,0
Male,48.0,Hyderabad,Working Professional,Entrepreneur,3.0,5.0,Less than 5 hours,Healthy,MCA,No,1.0,4.0,Yes,0
Male,53.0,Visakhapatnam,Working Professional,Architect,3.0,3.0,7-8 hours,Moderate,B.Arch,Yes,4.0,4.0,Yes,0
Female,43.0,Rajkot,Working Professional,,3.0,2.0,More than 8 hours,Healthy,Class 12,No,2.0,1.0,Yes,0
Male,55.0,Vadodara,Working Professional,Teacher,2.0,2.0,5-6 hours,Unhealthy,LLB,No,5.0,3.0,No,0
Male,35.0,Mumbai,Working Professional,Research Analyst,5.0,2.0,Less than 5 hours,Moderate,MBA,No,4.0,2.0,No,0
Male,33.0,Agra,Student,,,,More than 8 hours,Unhealthy,B.Arch,Yes,8.0,4.0,No,1
Female,39.0,Agra,Working Professional,Consultant,2.0,3.0,7-8 hours,Unhealthy,B.Com,No,8.0,4.0,No,1
Female,18.0,Vadodara,Working Professional,,5.0,1.0,Less than 5 hours,Moderate,Class 12,Yes,10.0,2.0,No,1
Female,18.0,Ahmedabad,Working Professional,,4.0,1.0,Less than 5 hours,Unhealthy,Class 12,Yes,8.0,2.0,No,1
Male,23.0,Delhi,Working Professional,Data Scientist,2.0,5.0,5-6 hours,Unhealthy,BCA,Yes,4.0,4.0,No,0
Male,50.0,Pune,Working Professional,Teacher,4.0,4.0,Less than 5 hours,Healthy,M.Tech,No,6.0,2.0,Yes,0
Male,21.0,Mumbai,Student,,,,Less than 5 hours,Healthy,M.Sc,Yes,11.0,5.0,No,1
Male,39.0,Indore,Working Professional,Chemist,1.0,2.0,Less than 5 hours,Healthy,B.Pharm,No,11.0,4.0,Yes,0
Male,40.0,Jaipur,Working Professional,,1.0,4.0,7-8 hours,Healthy,Class 12,No,9.0,4.0,Yes,0
Female,53.0,Patna,Working Professional,HR Manager,2.0,3.0,Less than 5 hours,Unhealthy,BBA,No,5.0,2.0,No,0
Male,46.0,Lucknow,Working Professional,HR Manager,2.0,4.0,Less than 5 hours,Healthy,M.Sc,Yes,7.0,5.0,Yes,0
Male,36.0,Ludhiana,Working Professional,Teacher,5.0,1.0,5-6 hours,Healthy,B.Sc,No,8.0,2.0,Yes,0
Male,46.0,Kanpur,Working Professional,Consultant,5.0,5.0,Less than 5 hours,Unhealthy,B.Com,No,3.0,2.0,No,0
Male,56.0,Indore,Working Professional,,2.0,5.0,7-8 hours,Moderate,Class 12,No,6.0,4.0,No,0
Male,60.0,Mumbai,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Unhealthy,B.Arch,No,0.0,1.0,Yes,0
Female,49.0,Jaipur,Working Professional,Teacher,4.0,1.0,More than 8 hours,Healthy,MCA,No,12.0,2.0,Yes,0
Female,35.0,Ludhiana,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Unhealthy,PhD,No,12.0,4.0,Yes,0
Male,34.0,Nagpur,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,11.0,5.0,No,1
Female,52.0,Mumbai,Working Professional,Electrician,2.0,2.0,7-8 hours,Healthy,M.Tech,Yes,10.0,4.0,No,0
Female,58.0,Meerut,Working Professional,Teacher,4.0,3.0,5-6 hours,Unhealthy,B.Ed,Yes,7.0,5.0,Yes,0
Female,49.0,Vasai-Virar,Working Professional,Teacher,5.0,1.0,More than 8 hours,Moderate,B.Com,Yes,3.0,4.0,No,0
Female,39.0,Pune,Working Professional,Educational Consultant,5.0,2.0,More than 8 hours,Healthy,B.Ed,No,11.0,1.0,No,0
Male,55.0,Nagpur,Working Professional,Teacher,2.0,4.0,More than 8 hours,Moderate,B.Sc,Yes,5.0,4.0,Yes,0
Female,44.0,Pune,Working Professional,Teacher,3.0,5.0,More than 8 hours,Healthy,M.Ed,No,6.0,2.0,Yes,0
Male,58.0,Vadodara,Working Professional,Sales Executive,4.0,3.0,5-6 hours,Unhealthy,M.Com,Yes,11.0,3.0,No,0
Male,37.0,Surat,Working Professional,Pharmacist,4.0,5.0,More than 8 hours,Moderate,B.Pharm,No,3.0,1.0,No,0
Male,52.0,Meerut,Working Professional,HR Manager,2.0,5.0,7-8 hours,Moderate,MA,No,2.0,2.0,Yes,0
Male,31.0,Hyderabad,Working Professional,Educational Consultant,1.0,5.0,7-8 hours,Unhealthy,B.Ed,No,6.0,2.0,No,0
Male,59.0,Vadodara,Working Professional,Plumber,5.0,4.0,More than 8 hours,Unhealthy,PhD,Yes,9.0,2.0,No,0
Male,20.0,Delhi,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,11.0,5.0,Yes,1
Male,53.0,Rajkot,Working Professional,Pharmacist,2.0,5.0,Less than 5 hours,Moderate,M.Pharm,Yes,5.0,2.0,No,0
Male,51.0,Ahmedabad,Working Professional,Content Writer,2.0,3.0,7-8 hours,Unhealthy,M.Ed,Yes,6.0,3.0,No,0
Male,19.0,Varanasi,Student,,,,More than 8 hours,Healthy,Class 12,No,0.0,1.0,No,0
Male,54.0,Kanpur,Working Professional,Consultant,2.0,5.0,7-8 hours,Moderate,B.Sc,No,6.0,2.0,No,0
Female,43.0,Rajkot,Working Professional,Business Analyst,4.0,3.0,7-8 hours,Unhealthy,BCA,No,2.0,4.0,Yes,0
Male,33.0,Chennai,Student,,,,Less than 5 hours,Moderate,M.Sc,Yes,4.0,1.0,Yes,0
Female,21.0,Nashik,Student,,,,Less than 5 hours,Unhealthy,MCA,No,11.0,1.0,Yes,1
Male,33.0,Lucknow,Student,,,,5-6 hours,Moderate,M.Tech,Yes,10.0,5.0,No,1
Male,47.0,Kolkata,Working Professional,Pilot,5.0,2.0,More than 8 hours,Unhealthy,PhD,Yes,11.0,4.0,Yes,1
Female,50.0,Indore,Working Professional,Doctor,2.0,5.0,Less than 5 hours,Healthy,B.Pharm,Yes,12.0,3.0,No,0
Male,18.0,Kanpur,Student,,,,Less than 5 hours,Healthy,Class 12,No,7.0,4.0,No,0
Female,27.0,Meerut,Student,,,,Less than 5 hours,Moderate,B.Pharm,Yes,3.0,4.0,Yes,1
Male,24.0,Nagpur,Student,,,,Less than 5 hours,Moderate,M.Tech,Yes,2.0,1.0,No,0
Male,48.0,Srinagar,Working Professional,Chef,4.0,5.0,7-8 hours,Unhealthy,MHM,Yes,9.0,2.0,No,0
Male,51.0,Indore,Working Professional,Accountant,2.0,4.0,5-6 hours,Moderate,B.Com,No,8.0,4.0,Yes,0
Female,38.0,Ghaziabad,Working Professional,Architect,4.0,5.0,Less than 5 hours,Healthy,B.Arch,No,4.0,1.0,Yes,0
Male,38.0,Nashik,Working Professional,,3.0,3.0,7-8 hours,Unhealthy,B.Tech,Yes,0.0,5.0,Yes,0
Male,60.0,Varanasi,Working Professional,Content Writer,2.0,3.0,Less than 5 hours,Unhealthy,M.Ed,Yes,2.0,4.0,Yes,0
Male,28.0,Mumbai,Student,,,,7-8 hours,Moderate,B.Pharm,No,11.0,3.0,No,0
Male,53.0,Jaipur,Working Professional,Customer Support,4.0,5.0,7-8 hours,Healthy,B.Com,No,4.0,4.0,Yes,0
Female,40.0,Thane,Working Professional,Business Analyst,2.0,2.0,5-6 hours,Healthy,BBA,No,0.0,5.0,Yes,0
Male,53.0,Nashik,Working Professional,Consultant,5.0,3.0,5-6 hours,Healthy,M.Com,No,11.0,4.0,Yes,0
Female,45.0,Delhi,Working Professional,Plumber,5.0,2.0,7-8 hours,Moderate,MCA,No,0.0,4.0,No,0
Male,50.0,Agra,Working Professional,Electrician,3.0,1.0,More than 8 hours,Healthy,B.Tech,No,6.0,4.0,No,0
Female,54.0,Bhopal,Working Professional,Researcher,3.0,1.0,7-8 hours,Healthy,BCA,Yes,0.0,1.0,No,0
Male,40.0,Bangalore,Working Professional,Doctor,2.0,4.0,More than 8 hours,Moderate,MBBS,Yes,5.0,1.0,No,0
Male,19.0,Mumbai,Working Professional,,3.0,3.0,7-8 hours,Moderate,Class 12,Yes,1.0,1.0,Yes,0
Male,21.0,Srinagar,Student,,,,7-8 hours,Healthy,MCA,No,2.0,1.0,No,0
Male,49.0,Ahmedabad,Working Professional,Educational Consultant,3.0,1.0,More than 8 hours,Healthy,M.Ed,Yes,4.0,3.0,Yes,0
Male,51.0,Rajkot,Working Professional,HR Manager,5.0,1.0,5-6 hours,Unhealthy,M.Tech,No,6.0,4.0,Yes,0
Female,40.0,Ludhiana,Working Professional,Teacher,1.0,1.0,Less than 5 hours,Healthy,LLB,Yes,5.0,1.0,No,0
Female,43.0,Patna,Working Professional,Teacher,2.0,1.0,5-6 hours,Unhealthy,B.Ed,No,10.0,2.0,Yes,0
Male,55.0,Bhopal,Working Professional,Chemist,3.0,3.0,More than 8 hours,Moderate,MD,Yes,12.0,1.0,Yes,0
Female,18.0,Agra,Working Professional,,5.0,2.0,More than 8 hours,Unhealthy,Class 12,Yes,7.0,5.0,Yes,1
Male,59.0,Pune,Working Professional,Doctor,5.0,1.0,Less than 5 hours,Unhealthy,B.Pharm,Yes,0.0,1.0,Yes,0
Female,29.0,Surat,Student,,,,7-8 hours,Moderate,M.Com,Yes,7.0,4.0,Yes,0
Male,51.0,Meerut,Working Professional,Pharmacist,3.0,3.0,5-6 hours,Moderate,B.Pharm,No,6.0,3.0,Yes,0
Male,39.0,Thane,Working Professional,Data Scientist,4.0,3.0,More than 8 hours,Moderate,MCA,Yes,7.0,2.0,Yes,0
Male,21.0,Ahmedabad,Student,,,,7-8 hours,Unhealthy,B.Arch,Yes,12.0,3.0,No,1
Male,22.0,Pune,Student,,,,More than 8 hours,Healthy,BCA,No,3.0,5.0,Yes,1
Male,48.0,Mumbai,Working Professional,Business Analyst,3.0,2.0,Less than 5 hours,Moderate,B.Com,No,5.0,2.0,Yes,0
Female,42.0,Vasai-Virar,Working Professional,Data Scientist,5.0,3.0,5-6 hours,Moderate,PhD,Yes,6.0,3.0,Yes,0
Female,45.0,Agra,Working Professional,Teacher,5.0,2.0,7-8 hours,Unhealthy,BA,No,10.0,1.0,Yes,0
Female,37.0,Rajkot,Working Professional,HR Manager,1.0,5.0,Less than 5 hours,Moderate,BBA,Yes,12.0,1.0,Yes,0
Female,57.0,Vasai-Virar,Working Professional,Content Writer,1.0,5.0,More than 8 hours,Moderate,M.Tech,No,7.0,5.0,Yes,0
Female,53.0,Kanpur,Working Professional,Content Writer,4.0,3.0,7-8 hours,Healthy,MCA,No,9.0,1.0,Yes,0
Female,38.0,Srinagar,Working Professional,Educational Consultant,4.0,4.0,5-6 hours,Unhealthy,B.Ed,No,6.0,2.0,Yes,0
Male,49.0,Pune,Working Professional,Plumber,1.0,5.0,Less than 5 hours,Moderate,BCA,No,9.0,2.0,Yes,0
Male,47.0,Rajkot,Working Professional,Judge,4.0,3.0,7-8 hours,Unhealthy,LLB,No,10.0,4.0,Yes,0
Male,19.0,Thane,Student,,,,5-6 hours,Healthy,Class 12,No,3.0,2.0,Yes,0
Female,45.0,Agra,Working Professional,Teacher,3.0,5.0,5-6 hours,Moderate,B.Pharm,Yes,6.0,5.0,Yes,0
Female,35.0,Lucknow,Working Professional,,5.0,2.0,5-6 hours,Moderate,Class 12,No,11.0,1.0,No,0
Male,59.0,Lucknow,Working Professional,Architect,5.0,5.0,Less than 5 hours,Healthy,B.Arch,Yes,8.0,4.0,No,0
Male,23.0,Kalyan,Student,,,,7-8 hours,Moderate,B.Sc,Yes,0.0,1.0,No,0
Female,52.0,Pune,Working Professional,Chef,2.0,5.0,Less than 5 hours,Unhealthy,BHM,Yes,7.0,2.0,No,0
Male,19.0,Thane,Student,,,,7-8 hours,Moderate,Class 12,Yes,8.0,5.0,Yes,1
Male,57.0,Kalyan,Working Professional,Content Writer,4.0,4.0,More than 8 hours,Unhealthy,B.Ed,No,10.0,3.0,Yes,0
Female,26.0,Srinagar,Student,,,,More than 8 hours,Healthy,B.Ed,Yes,0.0,2.0,No,0
Male,32.0,Kalyan,Working Professional,Mechanical Engineer,3.0,1.0,7-8 hours,Moderate,BE,Yes,8.0,3.0,No,0
Male,38.0,Kolkata,Working Professional,Teacher,4.0,2.0,7-8 hours,Unhealthy,M.Pharm,No,6.0,1.0,No,0
Male,57.0,Mumbai,Working Professional,Educational Consultant,4.0,4.0,5-6 hours,Healthy,B.Ed,Yes,11.0,5.0,No,0
Male,51.0,Patna,Working Professional,Consultant,2.0,5.0,Less than 5 hours,Unhealthy,M.Com,Yes,10.0,4.0,Yes,0
Female,60.0,Kolkata,Working Professional,Teacher,2.0,1.0,5-6 hours,Unhealthy,LLM,Yes,11.0,3.0,Yes,0
Female,47.0,Vasai-Virar,Working Professional,Architect,1.0,3.0,5-6 hours,Healthy,B.Arch,No,9.0,3.0,Yes,0
Male,30.0,Jaipur,Student,,,,7-8 hours,Healthy,Class 12,No,4.0,2.0,Yes,0
Female,24.0,Chennai,Working Professional,Plumber,1.0,2.0,7-8 hours,Unhealthy,BE,Yes,11.0,5.0,No,1
Male,45.0,Varanasi,Working Professional,Teacher,5.0,2.0,5-6 hours,Healthy,M.Com,No,11.0,2.0,Yes,0
Female,51.0,Nagpur,Working Professional,Teacher,2.0,2.0,More than 8 hours,Unhealthy,LLM,No,7.0,3.0,Yes,0
Female,40.0,Ludhiana,Working Professional,Doctor,4.0,5.0,7-8 hours,Unhealthy,B.Pharm,No,5.0,2.0,No,0
Female,32.0,Vasai-Virar,Student,,,,Less than 5 hours,Healthy,M.Tech,Yes,5.0,4.0,No,0
Male,49.0,Faridabad,Working Professional,Civil Engineer,2.0,3.0,7-8 hours,Moderate,B.Sc,No,11.0,3.0,No,0
Male,36.0,Mumbai,Working Professional,Judge,1.0,1.0,7-8 hours,Unhealthy,LLB,No,1.0,2.0,Yes,0
Male,54.0,Ghaziabad,Working Professional,Chef,4.0,4.0,7-8 hours,Unhealthy,BHM,Yes,11.0,5.0,No,0
Male,42.0,Visakhapatnam,Working Professional,Researcher,5.0,1.0,5-6 hours,Healthy,M.Tech,No,6.0,4.0,Yes,0
Female,54.0,Srinagar,Working Professional,Pilot,4.0,2.0,More than 8 hours,Healthy,B.Sc,No,0.0,1.0,Yes,0
Male,23.0,Pune,Student,,,,7-8 hours,Healthy,B.Tech,No,1.0,3.0,No,0
Female,52.0,Srinagar,Working Professional,Pharmacist,5.0,5.0,7-8 hours,Moderate,MBBS,No,3.0,4.0,No,0
Male,34.0,Surat,Working Professional,Educational Consultant,4.0,5.0,7-8 hours,Moderate,B.Ed,Yes,1.0,2.0,Yes,0
Female,49.0,Bangalore,Working Professional,Teacher,1.0,2.0,5-6 hours,Healthy,M.Ed,No,2.0,1.0,No,0
Male,56.0,Bangalore,Working Professional,HR Manager,3.0,5.0,5-6 hours,Moderate,M.Sc,No,11.0,5.0,No,0
Female,28.0,Varanasi,Working Professional,Architect,4.0,1.0,More than 8 hours,Unhealthy,BE,Yes,11.0,4.0,No,1
Female,55.0,Bhopal,Working Professional,Chef,5.0,3.0,7-8 hours,Unhealthy,BHM,No,12.0,4.0,Yes,0
Female,25.0,Lucknow,Student,,,,5-6 hours,Unhealthy,M.Tech,Yes,10.0,4.0,No,1
Male,50.0,Delhi,Working Professional,Investment Banker,1.0,1.0,7-8 hours,Unhealthy,MBA,Yes,6.0,1.0,Yes,0
Male,52.0,Meerut,Working Professional,Financial Analyst,1.0,3.0,Less than 5 hours,Unhealthy,M.Tech,Yes,7.0,3.0,Yes,0
Male,23.0,Hyderabad,Student,,,,Less than 5 hours,Unhealthy,B.Sc,Yes,11.0,4.0,Yes,1
Male,34.0,Pune,Working Professional,Teacher,5.0,5.0,7-8 hours,Healthy,B.Pharm,No,10.0,1.0,No,0
Female,33.0,Ludhiana,Student,,,,5-6 hours,Moderate,BE,No,6.0,3.0,Yes,1
Female,59.0,Varanasi,Working Professional,Doctor,2.0,3.0,7-8 hours,Moderate,M.Pharm,Yes,10.0,5.0,Yes,0
Female,53.0,Rajkot,Working Professional,Graphic Designer,1.0,3.0,More than 8 hours,Moderate,BE,No,12.0,5.0,Yes,0
Male,38.0,Bangalore,Working Professional,Teacher,1.0,3.0,7-8 hours,Unhealthy,MBA,Yes,3.0,2.0,No,0
Male,25.0,Patna,Student,,,,Less than 5 hours,Unhealthy,MA,Yes,6.0,5.0,No,0
Male,34.0,Patna,Working Professional,Teacher,5.0,4.0,5-6 hours,Healthy,MBA,Yes,9.0,4.0,Yes,0
Male,36.0,Meerut,Working Professional,Manager,2.0,4.0,7-8 hours,Healthy,BHM,Yes,3.0,1.0,No,0
Female,35.0,Agra,Working Professional,Chef,2.0,3.0,Less than 5 hours,Unhealthy,BHM,No,1.0,1.0,Yes,0
Female,55.0,Hyderabad,Working Professional,UX/UI Designer,5.0,2.0,More than 8 hours,Unhealthy,M.Sc,Yes,8.0,2.0,No,0
Male,51.0,Patna,Working Professional,Content Writer,3.0,3.0,7-8 hours,Moderate,M.Ed,Yes,11.0,4.0,Yes,0
Male,40.0,Ahmedabad,Working Professional,Judge,1.0,1.0,5-6 hours,Unhealthy,LLM,No,9.0,5.0,No,0
Female,46.0,Pune,Working Professional,Content Writer,3.0,2.0,Less than 5 hours,Moderate,M.Tech,Yes,0.0,3.0,No,0
Male,46.0,Lucknow,Working Professional,HR Manager,5.0,3.0,More than 8 hours,Moderate,M.Tech,Yes,6.0,5.0,Yes,0
Male,50.0,Srinagar,Working Professional,Chef,3.0,3.0,7-8 hours,Healthy,BHM,No,12.0,1.0,No,0
Female,59.0,Pune,Working Professional,Pharmacist,1.0,1.0,More than 8 hours,Healthy,MD,Yes,11.0,1.0,Yes,0
Male,31.0,Kanpur,Working Professional,Sales Executive,3.0,1.0,Less than 5 hours,Moderate,MBA,Yes,10.0,4.0,No,1
Female,50.0,Agra,Working Professional,Teacher,1.0,3.0,More than 8 hours,Moderate,B.Ed,No,5.0,3.0,Yes,0
Male,54.0,Mumbai,Working Professional,Content Writer,2.0,3.0,More than 8 hours,Moderate,B.Ed,No,12.0,5.0,No,0
Male,59.0,Pune,Working Professional,Teacher,4.0,1.0,7-8 hours,Moderate,MBA,No,2.0,1.0,Yes,0
Male,58.0,Indore,Working Professional,Pharmacist,1.0,2.0,More than 8 hours,Moderate,M.Pharm,Yes,9.0,2.0,Yes,0
Female,18.0,Chennai,Working Professional,,5.0,5.0,More than 8 hours,Unhealthy,Class 12,Yes,11.0,4.0,No,1
Female,43.0,Pune,Working Professional,Pilot,4.0,2.0,7-8 hours,Unhealthy,B.Sc,Yes,12.0,2.0,No,0
Male,53.0,Patna,Working Professional,Architect,2.0,2.0,7-8 hours,Healthy,B.Sc,Yes,1.0,3.0,Yes,0
Female,50.0,Kanpur,Working Professional,Chef,1.0,5.0,Less than 5 hours,Healthy,MHM,Yes,6.0,2.0,Yes,0
Female,42.0,Meerut,Working Professional,Electrician,1.0,3.0,5-6 hours,Healthy,B.Sc,Yes,6.0,2.0,Yes,0
Male,47.0,Ludhiana,Working Professional,Chef,1.0,4.0,5-6 hours,Healthy,BHM,No,10.0,5.0,Yes,0
Male,54.0,Kanpur,Working Professional,Consultant,1.0,3.0,7-8 hours,Unhealthy,B.Com,Yes,5.0,2.0,Yes,0
Female,47.0,Bangalore,Working Professional,Consultant,2.0,5.0,Less than 5 hours,Healthy,B.Com,No,10.0,5.0,Yes,0
Female,45.0,Indore,Working Professional,Entrepreneur,5.0,2.0,5-6 hours,Unhealthy,MCA,Yes,9.0,5.0,Yes,0
Female,27.0,Lucknow,Student,,,,5-6 hours,Moderate,B.Com,Yes,12.0,4.0,No,1
Male,38.0,Surat,Working Professional,Marketing Manager,5.0,1.0,7-8 hours,Unhealthy,B.Com,No,2.0,2.0,No,0
Female,22.0,Ahmedabad,Working Professional,Researcher,3.0,3.0,5-6 hours,Healthy,MCA,Yes,8.0,5.0,No,1
Male,38.0,Nagpur,Working Professional,Entrepreneur,1.0,3.0,Less than 5 hours,Healthy,M.Sc,Yes,7.0,1.0,No,0
Male,46.0,Kanpur,Working Professional,Consultant,1.0,2.0,5-6 hours,Unhealthy,MCA,Yes,10.0,4.0,No,0
Female,45.0,Mumbai,Working Professional,Teacher,4.0,2.0,5-6 hours,Unhealthy,BA,No,0.0,1.0,Yes,0
Male,32.0,Pune,Working Professional,Chemist,5.0,1.0,More than 8 hours,Healthy,MD,No,10.0,2.0,No,0
Male,54.0,Ahmedabad,Working Professional,Teacher,3.0,1.0,Less than 5 hours,Unhealthy,M.Pharm,Yes,5.0,5.0,Yes,0
Male,37.0,Lucknow,Working Professional,Marketing Manager,2.0,2.0,5-6 hours,Unhealthy,B.Com,No,12.0,5.0,No,0
Male,47.0,Jaipur,Working Professional,Travel Consultant,2.0,5.0,Less than 5 hours,Unhealthy,MHM,Yes,4.0,4.0,No,0
Female,18.0,Nagpur,Student,,,,Less than 5 hours,Unhealthy,Class 12,Yes,11.0,1.0,Yes,1
Male,60.0,Kolkata,Working Professional,Marketing Manager,2.0,2.0,More than 8 hours,Unhealthy,B.Com,No,0.0,5.0,No,0
Female,38.0,Surat,Working Professional,Software Engineer,5.0,3.0,More than 8 hours,Healthy,PhD,No,2.0,3.0,No,0
Female,53.0,Vasai-Virar,Working Professional,Content Writer,5.0,3.0,Less than 5 hours,Moderate,M.Tech,Yes,9.0,4.0,No,0
Female,20.0,Lucknow,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,11.0,3.0,Yes,1
Female,50.0,Hyderabad,Working Professional,Business Analyst,1.0,3.0,5-6 hours,Unhealthy,B.Com,No,4.0,2.0,No,0
Female,18.0,Vadodara,Student,,,,More than 8 hours,Moderate,Class 12,Yes,6.0,1.0,Yes,1
Male,31.0,Visakhapatnam,Student,,,,More than 8 hours,Unhealthy,Class 12,Yes,10.0,4.0,No,1
Female,22.0,Ludhiana,Working Professional,UX/UI Designer,4.0,1.0,5-6 hours,Unhealthy,BCA,Yes,6.0,1.0,Yes,1
Male,27.0,Hyderabad,Student,,,,5-6 hours,Healthy,MD,Yes,0.0,2.0,No,0
Female,23.0,Bhopal,Student,,,,Less than 5 hours,Moderate,B.Com,Yes,11.0,4.0,Yes,1
Male,56.0,Kalyan,Working Professional,Accountant,2.0,3.0,7-8 hours,Unhealthy,B.Com,Yes,3.0,4.0,Yes,0
Female,28.0,Varanasi,Student,,,,5-6 hours,Unhealthy,BBA,Yes,11.0,2.0,No,1
Female,38.0,Pune,Working Professional,Lawyer,1.0,5.0,More than 8 hours,Unhealthy,LLM,No,1.0,1.0,No,0
Male,37.0,Pune,Working Professional,Travel Consultant,4.0,5.0,5-6 hours,Unhealthy,BHM,Yes,1.0,1.0,No,0
Female,60.0,Vasai-Virar,Working Professional,Teacher,4.0,5.0,7-8 hours,Moderate,LLB,Yes,3.0,4.0,No,0
Female,34.0,Rajkot,Student,,,,Less than 5 hours,Moderate,BE,Yes,5.0,3.0,No,1
Female,36.0,Agra,Working Professional,Judge,2.0,1.0,Less than 5 hours,Healthy,LLM,No,0.0,3.0,No,0
Female,46.0,Mumbai,Working Professional,Financial Analyst,2.0,5.0,5-6 hours,Unhealthy,PhD,Yes,5.0,2.0,No,0
Male,33.0,Ludhiana,Student,,,,More than 8 hours,Moderate,B.Ed,No,12.0,2.0,No,1
Female,24.0,Kalyan,Student,,,,Less than 5 hours,Moderate,B.Sc,No,10.0,2.0,No,1
Female,42.0,Indore,Working Professional,Software Engineer,2.0,4.0,Less than 5 hours,Unhealthy,M.Tech,No,3.0,4.0,No,0
Female,31.0,Surat,Student,,,,7-8 hours,Unhealthy,LLB,No,3.0,3.0,Yes,0
Male,59.0,Kolkata,Working Professional,Pharmacist,3.0,2.0,Less than 5 hours,Moderate,MBBS,Yes,3.0,5.0,No,0
Male,36.0,Mumbai,Working Professional,Lawyer,2.0,2.0,7-8 hours,Healthy,LLM,No,1.0,1.0,Yes,0
Female,42.0,Thane,Working Professional,UX/UI Designer,3.0,5.0,5-6 hours,Unhealthy,M.Sc,Yes,2.0,5.0,No,0
Female,47.0,Ghaziabad,Working Professional,Teacher,2.0,5.0,5-6 hours,Unhealthy,B.Pharm,No,7.0,2.0,No,0
Female,20.0,Pune,Student,,,,5-6 hours,Healthy,Class 12,No,9.0,5.0,No,1
Male,23.0,Nashik,Student,,,,Less than 5 hours,Healthy,M.Sc,Yes,4.0,4.0,No,1
Female,59.0,Vasai-Virar,Working Professional,HR Manager,1.0,3.0,More than 8 hours,Healthy,BBA,No,4.0,5.0,Yes,0
Male,21.0,Faridabad,Working Professional,Educational Consultant,5.0,1.0,7-8 hours,Unhealthy,B.Ed,Yes,8.0,4.0,Yes,1
Male,18.0,Kalyan,Student,,,,7-8 hours,Moderate,Class 12,No,2.0,2.0,No,0
Male,42.0,Pune,Working Professional,Content Writer,5.0,1.0,7-8 hours,Moderate,M.Ed,No,3.0,3.0,No,0
Male,49.0,Jaipur,Working Professional,HR Manager,1.0,1.0,Less than 5 hours,Unhealthy,BBA,Yes,6.0,3.0,No,0
Female,27.0,Vasai-Virar,Working Professional,Business Analyst,5.0,1.0,7-8 hours,Healthy,MBA,Yes,9.0,3.0,Yes,1
Male,57.0,Mumbai,Working Professional,Teacher,5.0,1.0,Less than 5 hours,Healthy,B.Ed,No,5.0,2.0,Yes,0
Male,51.0,Delhi,Working Professional,Teacher,5.0,4.0,7-8 hours,Unhealthy,LLM,No,11.0,3.0,No,0
Male,38.0,Agra,Working Professional,Teacher,2.0,4.0,More than 8 hours,Healthy,B.Ed,Yes,9.0,5.0,Yes,0
Female,60.0,Vadodara,Working Professional,Lawyer,4.0,2.0,Less than 5 hours,Moderate,LLB,Yes,11.0,4.0,Yes,0
